NameOfWine, WineName,WineLWIN,WineYear,WineYear1,WinePrice,WinePrice1
Jacques Chaput Blanc de Noirs Brut Champagne - NV,de Noirs Brut,1518948.0,0,NV,31.0,£ 276
Krug Clos d'Ambonnay Champagne - NV,de Noirs Brut,1518948.0,0,NV,31.0,
A Clouet Les Clos Brut - NV,Brut,1658970.0,0,NV,35.0,
A. Margaine Cuvée Traditionelle Brut - NV,Brut,1658970.0,0,NV,35.0,£ 242
A. Margaine Rosé Brut - NV,Brut,1658970.0,0,NV,35.0,£ 291
A.R. Lenoble Brut Rose Terroirs Champagne - NV,Brut,1658970.0,0,NV,35.0,£ 380
Adrien Renoir Le Terroir Verzy Grand Cru Extra Brut - NV,Brut,1658970.0,0,NV,35.0,£ 346
Agrapart & Fils Brut Nature Experience Champagne - NV,Brut,1658970.0,0,NV,35.0,
Agrapart & Fils Extra Brut Mineral Blanc de Blancs Champagne Grand Cru - NV,Brut,1658970.0,0,NV,35.0,
Agrapart & Fils Extra Brut Terroirs Champagne Grand Cru - NV,Brut,1658970.0,0,NV,35.0,£ 513
Agrapart & Fils Les 7 Crus Brut Champagne - NV,Brut,1658970.0,0,NV,35.0,
Agrapart & Fils Venus Blanc de Blancs Champagne - NV,Brut,1658970.0,0,NV,35.0,
Bouchard Pere et Fils Puligny-Montrachet Les Pucelles Premier Cru - 1999,Pucelles,1064083.0,1999,1999,90.0,
Domaine Henri Boillot Puligny-Montrachet Les Pucelles Premier Cru - 1999,Pucelles,1064083.0,1999,1999,90.0,
Domaine Henri Clerc & Fils Puligny-Montrachet Les Pucelles Premier Cru - 1999,Pucelles,1064083.0,1999,1999,90.0,
Domaine Jean Marc Boillot Puligny-Montrachet Les Pucelles Premier Cru - 1999,Pucelles,1064083.0,1999,1999,90.0,
Domaine Jomain Puligny-Montrachet Les Pucelles Premier Cru - 1999,Pucelles,1064083.0,1999,1999,90.0,
Domaine Leflaive Puligny-Montrachet Les Pucelles Premier Cru - 1999,Pucelles,1064083.0,1999,1999,90.0,"£ 4,055"
Domaine Leroy Puligny-Montrachet Les Pucelles Premier Cru - 1999,Pucelles,1064083.0,1999,1999,90.0,
Domaine Marc Morey & Fils Puligny-Montrachet Les Pucelles Premier Cru - 1999,Pucelles,1064083.0,1999,1999,90.0,
Domaine Paul Pernot Puligny-Montrachet Les Pucelles Premier Cru - 1999,Pucelles,1064083.0,1999,1999,90.0,
Joseph Drouhin Puligny-Montrachet Les Pucelles Premier Cru - 1999,Pucelles,1064083.0,1999,1999,90.0,
Albert Beerens Brut Reserve Champagne Brut - NV,Brut Reserve,1082975.0,0,NV,35.0,£ 327
Alexandre Bonnet Grande Réserve Brut Champagne - NV,Brut Reserve,1082975.0,0,NV,35.0,£ 242
Baron-Fuente Grande Reserve Brut - NV,Brut Reserve,1082975.0,0,NV,35.0,£ 219
Beaumont des Crayeres Grande Reserve Brut Champagne - NV,Brut Reserve,1082975.0,0,NV,35.0,£ 248
Bereche et Fils Brut Reserve Champagne - NV,Brut Reserve,1082975.0,0,NV,35.0,£ 369
Bereche et Fils Extra Brut Reserve Champagne - NV,Brut Reserve,1082975.0,0,NV,35.0,£ 492
Billecart-Salmon Brut Reserve Champagne - NV,Brut Reserve,1082975.0,0,NV,35.0,£ 369
Chapuy Carte Verte Blanc de Blancs Grand Cru Brut Reserve Champagne - NV,Brut Reserve,1082975.0,0,NV,35.0,£ 242
Charles de Fere Reserve Blanc de Blancs Brut - NV,Brut Reserve,1082975.0,0,NV,35.0,£ 110
Charles Heidsieck Brut Rose Reserve Champagne - NV,Brut Reserve,1082975.0,0,NV,35.0,£ 479
Agnes Paquet Auxey-Duresses Blanc Cote de Beaune - 2015,Duresses,1762673.0,2015,2015,28.0,£ 228
Alain Gras Auxey-Duresses Les Crais Blanc Cote de Beaune - 2015,Duresses,1762673.0,2015,2015,28.0,£ 348
Alex Gambal Auxey Duresses Rouge - 2015,Duresses,1762673.0,2015,2015,28.0,
Benjamin Leroux Auxey Duresses - 2015,Duresses,1762673.0,2015,2015,28.0,
Bernard Boisson-Vadot Auxey-Duresses En Reugne Pierre Boisson - 2015,Duresses,1762673.0,2015,2015,28.0,£ 438
Boisson-Vadot 'Pierre Boisson' Auxey-Duresses Premier Cru Rouge - 2015,Duresses,1762673.0,2015,2015,28.0,£ 334
Bouchard Pere et Fils Les Duresses Monthelie Premier Cru - 2015,Duresses,1762673.0,2015,2015,28.0,£ 264
Camille Giroud Auxey Duresses Cote de Beaune - 2015,Duresses,1762673.0,2015,2015,28.0,£ 300
Clos du Moulin aux Moines Auxey Duresses Blanc Clos du Moulin Monopole - 2015,Duresses,1762673.0,2015,2015,28.0,£ 420
Clos du Moulin aux Moines Auxey-Duresses - 2015,Duresses,1762673.0,2015,2015,28.0,£ 281
Jacquesson Avize Champ Cain Champagne Grand Cru - 2005,Avize Champ Cain,1314986.0,2005,2005,350.0,
Benjamin Leroux Genevrieres Dessus Meursault Premier Cru - 2018,Genevrieres Dessus,1362684.0,2018,2018,220.0,"£ 1,073"
Domaine Alain Chavy Puligny-Montrachet Les Pucelles Premier Cru - 2017,Pucelles,1077744.0,2017,2017,120.0,£ 600
Domaine Antonin Guyon Puligny-Montrachet Les Pucelles Premier Cru - 2017,Pucelles,1077744.0,2017,2017,120.0,£ 823
Domaine Castagnier Les Pucelles Puligny Montrachet Premier Cru - 2017,Pucelles,1077744.0,2017,2017,120.0,"£ 1,008"
Domaine Henri Boillot Puligny-Montrachet Les Pucelles Premier Cru - 2017,Pucelles,1077744.0,2017,2017,120.0,£ 996
Domaine Jomain Puligny-Montrachet Les Pucelles Premier Cru - 2017,Pucelles,1077744.0,2017,2017,120.0,
Domaine Lamy-Pillot Saint-Aubin Les Pucelles - 2017,Pucelles,1077744.0,2017,2017,120.0,£ 264
Domaine Leflaive Puligny-Montrachet Les Pucelles Premier Cru - 2017,Pucelles,1077744.0,2017,2017,120.0,"£ 2,597"
Domaine Marc Morey & Fils Puligny-Montrachet Les Pucelles Premier Cru - 2017,Pucelles,1077744.0,2017,2017,120.0,£ 900
Domaine Morey Coffinet Chassagne Montrachet Cailleret - 2017,Pucelles,1077744.0,2017,2017,120.0,£ 636
Domaine Morey-Coffinet Puligny-Montrachet Les Pucelles Premier Cru - 2017,Pucelles,1077744.0,2017,2017,120.0,"£ 1,111"
Bereche & Fils Cote Grand Cru Extra Brut Millesime Champagne - 2007,Brut Millesime,1257955.0,2007,2007,53.0,£ 504
Billecart-Salmon Cuvee Elisabeth Salmon Rose Brut Millesime Champagne - 2007,Brut Millesime,1257955.0,2007,2007,53.0,"£ 1,290"
Billecart-Salmon Cuvee Nicolas Francois Billecart Millesime Champagne - 2007,Brut Millesime,1257955.0,2007,2007,53.0,£ 792
Billecart-Salmon Grande Cuvee Brut Millesime Champagne - 2007,Brut Millesime,1257955.0,2007,2007,53.0,
Bruno Paillard Brut Millesime Assemblage Champagne - 2007,Brut Millesime,1257955.0,2007,2007,53.0,
Charles Ellner Prestige Brut Millesime Champagne - 2007,Brut Millesime,1257955.0,2007,2007,53.0,
Dehours Blanc de Meunier Extra Brut Millesime Champagne - 2007,Brut Millesime,1257955.0,2007,2007,53.0,
Deutz Amour de Deutz Rose Brut Millesime - 2007,Brut Millesime,1257955.0,2007,2007,53.0,"£ 1,383"
Deutz Brut Millesime Champagne - 2007,Brut Millesime,1257955.0,2007,2007,53.0,£ 478
Deutz Cuvee William Deutz Brut Millesime Champagne - 2007,Brut Millesime,1257955.0,2007,2007,53.0,"£ 1,285"
Benjamin Leroux Genevrieres Dessus Meursault Premier Cru - 2018,Genevrieres Meursault,1601758.0,2018,2018,150.0,"£ 1,073"
Bouchard Pere et Fils Meursault Genevrieres Premier Cru - 2018,Genevrieres Meursault,1601758.0,2018,2018,150.0,£ 673
Domaine Ballot-Millot Meursault Les Genevrieres Premier Cru - 2018,Genevrieres Meursault,1601758.0,2018,2018,150.0,£ 838
Domaine Henri Boillot Meursault Les Genevrieres Premier Cru - 2018,Genevrieres Meursault,1601758.0,2018,2018,150.0,"£ 1,000"
Domaine Hubert Chavy Chouet Les Genevrieres Meursault Premier Cru - 2018,Genevrieres Meursault,1601758.0,2018,2018,150.0,£ 531
Domaine Jean-Francois Coche-Dury Meursault Genevrieres Premier Cru - 2018,Genevrieres Meursault,1601758.0,2018,2018,150.0,"£ 16,428"
Domaine Michel Bouzereau & Fils Meursault Les Genevrieres Premier Cru - 2018,Genevrieres Meursault,1601758.0,2018,2018,150.0,£ 726
Domaine Michelot Les Genevrieres Meursault Premier Cru - 2018,Genevrieres Meursault,1601758.0,2018,2018,150.0,£ 592
Domaine Remi Jobard Meursault Les Genevrieres Premier Cru - 2018,Genevrieres Meursault,1601758.0,2018,2018,150.0,£ 840
Domaine Roulot Genevrieres Meursault Premier Cru - 2018,Genevrieres Meursault,1601758.0,2018,2018,150.0,
Bernard Moreau Chassagne-Montrachet Les Champs Gain Premier Cru - 2018,Champ Gain,1147074.0,2018,2018,65.0,
Bouchard Pere et Fils Puligny Montrachet Les Champs Gains Premier Cru - 2018,Champ Gain,1147074.0,2018,2018,65.0,£ 708
Caroline Morey Les Champs Gains Chassagne-Montrachet Premier Cru - 2018,Champ Gain,1147074.0,2018,2018,65.0,£ 798
Chateau de Citeaux-Domaine Philippe Bouzereau Puligny-Montrachet Champ Gain Premier Cru - 2018,Champ Gain,1147074.0,2018,2018,65.0,£ 408
Domaine Alain Chavy Puligny-Montrachet Champ Gain Premier Cru - 2018,Champ Gain,1147074.0,2018,2018,65.0,£ 480
Domaine du Chateau de Meursault Champ Gain Premier Cru - 2018,Champ Gain,1147074.0,2018,2018,65.0,£ 817
Domaine Faiveley Puligny-Montrachet Les Champs Gains Premier Cru - 2018,Champ Gain,1147074.0,2018,2018,65.0,£ 590
Domaine Gaelle et Jerome Meunier Champs Gain Puligny-Montrachet - 2018,Champ Gain,1147074.0,2018,2018,65.0,£ 444
Domaine Hubert Chavy Chouet Champ Gain Puligny-Montrachet Premier Cru - 2018,Champ Gain,1147074.0,2018,2018,65.0,£ 537
Domaine Marc Colin et Fils Chassagne-Montrachet Les Champs Gain Premier Cru - 2018,Champ Gain,1147074.0,2018,2018,65.0,£ 718
Lanson Gold Label Brut Champagne - NV,Brut Gold,1081659.0,0,NV,265.0,
Moet & Chandon Imperial Gold Bottle Edition Champagne Brut - NV,Brut Gold,1081659.0,0,NV,265.0,£ 392
A. Margaine Blanc de Blancs Spécial Club - NV,de Blancs,1148752.0,0,NV,39.0,
A.R. LeNoble Blanc de Blancs Champagne Grand Cru - NV,de Blancs,1148752.0,0,NV,39.0,£ 346
A.R. LeNoble Cuvee Les Aventures Blanc de Blancs Champagne Grand Cru - NV,de Blancs,1148752.0,0,NV,39.0,£ 874
A.R. Lenoble Gentilhomme Blanc de Blancs Grand Cru - NV,de Blancs,1148752.0,0,NV,39.0,
A.R. Lenoble L'Epurée Blanc de Blancs Grand Cru - NV,de Blancs,1148752.0,0,NV,39.0,£ 348
Agrapart & Fils Blanc de Blancs Champagne Grand Cru - NV,de Blancs,1148752.0,0,NV,39.0,
Agrapart & Fils Extra Brut Mineral Blanc de Blancs Champagne Grand Cru - NV,de Blancs,1148752.0,0,NV,39.0,
Agrapart & Fils Venus Blanc de Blancs Champagne - NV,de Blancs,1148752.0,0,NV,39.0,
Albert Bichot Cremant de Bourgogne Blanc de Blancs Pure - NV,de Blancs,1148752.0,0,NV,39.0,
Alfred Gratien Blanc de Blancs Champagne - NV,de Blancs,1148752.0,0,NV,39.0,
Benjamin Leroux Volnay Les Caillerets Premier Cru - 2018,Caillerets,1424997.0,2018,2018,80.0,£ 768
Bernard Moreau et Fils Les Caillerets Chassagne-Montrachet Premier Cru - 2018,Caillerets,1424997.0,2018,2018,80.0,
Bernard Moreau Volnay Les Caillerets Premier Cru - 2018,Caillerets,1424997.0,2018,2018,80.0,£ 708
Bouchard Pere et Fils Volnay Les Caillerets Ancienne Cuvee Carnot Premier Cru - 2018,Caillerets,1424997.0,2018,2018,80.0,£ 693
Bouchard Pere et Fils Volnay Les Caillerets Premier Cru - 2018,Caillerets,1424997.0,2018,2018,80.0,£ 593
Caroline Morey Chassagne-Montrachet Les Caillerets Premier Cru - 2018,Caillerets,1424997.0,2018,2018,80.0,"£ 1,165"
Domaine Amiot Guy et Fils Chassagne-Montrachet Les Caillerets Premier Cru - 2018,Caillerets,1424997.0,2018,2018,80.0,£ 490
Domaine Bachelet Ramonet Chassagne-Montrachet Les Caillerets Premier Cru - 2018,Caillerets,1424997.0,2018,2018,80.0,£ 480
Domaine Bernard et Thierry Glantenay Volnay Les Caillerets Premier Cru - 2018,Caillerets,1424997.0,2018,2018,80.0,£ 912
Domaine Bitouzet-Prieur Les Caillerets Volnay Premier Cru - 2018,Caillerets,1424997.0,2018,2018,80.0,
Adrien Renoir Le Terroir Verzy Grand Cru Extra Brut - NV,Brut Extra,1652372.0,0,NV,37.0,£ 346
Agrapart & Fils Extra Brut Mineral Blanc de Blancs Champagne Grand Cru - NV,Brut Extra,1652372.0,0,NV,37.0,
Agrapart & Fils Extra Brut Terroirs Champagne Grand Cru - NV,Brut Extra,1652372.0,0,NV,37.0,£ 513
Bellavista Riserva Vittorio Moretti Extra Brut Franciacorta DOCG - NV,Brut Extra,1652372.0,0,NV,37.0,
Bereche & Fils Vallee de la Marne Rive Gauche Extra Brut - NV,Brut Extra,1652372.0,0,NV,37.0,£ 566
Bereche et Fils Campania Remensis Extra Brut Rose - NV,Brut Extra,1652372.0,0,NV,37.0,£ 605
Bereche et Fils Extra Brut Reserve Champagne - NV,Brut Extra,1652372.0,0,NV,37.0,£ 492
Billecart-Salmon Extra Brut Champagne - NV,Brut Extra,1652372.0,0,NV,37.0,£ 403
Bollinger Extra Quality Brut Champagne - NV,Brut Extra,1652372.0,0,NV,37.0,
Bruno Giacosa Spumante Metodo Classico Extra Brut - NV,Brut Extra,1652372.0,0,NV,37.0,
Altair Sideral Red Cachapoal Valley - 2007,Rare,1583951.0,2007,2007,350.0,
Alvaro Palacios Vi de Vila Gratallops Priorat DOCa - 2007,Rare,1583951.0,2007,2007,350.0,£ 660
Bastianich Vespa Bianco Colli Orientali del Friuli - 2007,Rare,1583951.0,2007,2007,350.0,
Bodegas Macia Batle Blanc de Blancs Binissalem-Mallorca - 2007,Rare,1583951.0,2007,2007,350.0,
Bodegas Mustiguillo Finca Terrarazo El Terrerazo VdIT - 2007,Rare,1583951.0,2007,2007,350.0,
Booker The Alchemist Paso Robles Syrah Blend - 2007,Rare,1583951.0,2007,2007,350.0,
Booker Vineyard My Favorite Neighbor Red Paso Robles - 2007,Rare,1583951.0,2007,2007,350.0,
Bounty Hunter Frontier Justice Beckstoffer Dr. Crane Vineyard To Kalon Vineyard Red Napa Valley - 2007,Rare,1583951.0,2007,2007,350.0,
Caiarossa Rosso di Toscana IGT Tuscany Italy - 2007,Rare,1583951.0,2007,2007,350.0,£ 500
Cameron Winery Clos Electrique Blanc - 2007,Rare,1583951.0,2007,2007,350.0,
Agrapart & Fils Extra Brut Mineral Blanc de Blancs Champagne Grand Cru - NV,Blancs Brut,1711642.0,0,NV,65.0,
Agrapart & Fils Venus Blanc de Blancs Champagne - NV,Blancs Brut,1711642.0,0,NV,65.0,
Andre Bergere Champagne Blanc de Blancs Brut - NV,Blancs Brut,1711642.0,0,NV,65.0,£ 372
Andre Bergere Cuvée Grand Cru Blanc de Blancs Champagne Brut - NV,Blancs Brut,1711642.0,0,NV,65.0,
Billecart-Salmon Blanc de Blancs Brut Champagne - NV,Blancs Brut,1711642.0,0,NV,65.0,£ 582
Bonnaire Blanc de Blancs brut Champagne Grand Cru - NV,Blancs Brut,1711642.0,0,NV,65.0,£ 308
Bruno Paillard Blanc de Blancs Brut Champagne - NV,Blancs Brut,1711642.0,0,NV,65.0,£ 554
Cattier Blanc de Blancs Brut Champagne Premier Cru - NV,Blancs Brut,1711642.0,0,NV,65.0,£ 346
Cattier Les Roses Blanc de Blancs Brut Champagne - NV,Blancs Brut,1711642.0,0,NV,65.0,
Cavas Hill Oro Blanc de Blancs Brut Cava Reserva DO - NV,Blancs Brut,1711642.0,0,NV,65.0,
A Clouet Les Clos Brut - NV,Brut,1638172.0,0,NV,48.0,
A. Margaine Cuvée Traditionelle Brut - NV,Brut,1638172.0,0,NV,48.0,£ 242
A. Margaine Rosé Brut - NV,Brut,1638172.0,0,NV,48.0,£ 291
A.R. Lenoble Brut Rose Terroirs Champagne - NV,Brut,1638172.0,0,NV,48.0,£ 380
Adrien Renoir Le Terroir Verzy Grand Cru Extra Brut - NV,Brut,1638172.0,0,NV,48.0,£ 346
Agrapart & Fils Brut Nature Experience Champagne - NV,Brut,1638172.0,0,NV,48.0,
Agrapart & Fils Extra Brut Mineral Blanc de Blancs Champagne Grand Cru - NV,Brut,1638172.0,0,NV,48.0,
Agrapart & Fils Extra Brut Terroirs Champagne Grand Cru - NV,Brut,1638172.0,0,NV,48.0,£ 513
Agrapart & Fils Les 7 Crus Brut Champagne - NV,Brut,1638172.0,0,NV,48.0,
Agrapart & Fils Venus Blanc de Blancs Champagne - NV,Brut,1638172.0,0,NV,48.0,
Beaumont des Crayères Grand Prestige - NV,Prestige,1144057.0,0,NV,48.0,£ 204
Carinae Prestige Mendoza - NV,Prestige,1144057.0,0,NV,48.0,
Chapel Down Primrose Hill Brut Prestige Seyval Blanc - NV,Prestige,1144057.0,0,NV,48.0,
Chateau Grand Bourdieu Blanc Prestige Graves - NV,Prestige,1144057.0,0,NV,48.0,
Chateau Haut-Condissas Cuvee Prestige Medoc - NV,Prestige,1144057.0,0,NV,48.0,
Chateau La Gasparde Cuvee Prestige Cotes de Bordeaux Castillon - NV,Prestige,1144057.0,0,NV,48.0,
Chateau Montus Cuvee Prestige Madiran - NV,Prestige,1144057.0,0,NV,48.0,
Chateau Ollieux Romanis Corbieres Cuvee Prestige - NV,Prestige,1144057.0,0,NV,48.0,
Chateau Puech-Haut Prestige Coteaux du Languedoc - NV,Prestige,1144057.0,0,NV,48.0,
Claude Beaufort Champagne Prestige Millésimé Grand Cru Brut - NV,Prestige,1144057.0,0,NV,48.0,
A. Margaine Blanc de Blancs Spécial Club - NV,de Blancs,1592294.0,0,NV,33.0,
A.R. LeNoble Blanc de Blancs Champagne Grand Cru - NV,de Blancs,1592294.0,0,NV,33.0,£ 346
A.R. LeNoble Cuvee Les Aventures Blanc de Blancs Champagne Grand Cru - NV,de Blancs,1592294.0,0,NV,33.0,£ 874
A.R. Lenoble Gentilhomme Blanc de Blancs Grand Cru - NV,de Blancs,1592294.0,0,NV,33.0,
A.R. Lenoble L'Epurée Blanc de Blancs Grand Cru - NV,de Blancs,1592294.0,0,NV,33.0,£ 348
Agrapart & Fils Blanc de Blancs Champagne Grand Cru - NV,de Blancs,1592294.0,0,NV,33.0,
Agrapart & Fils Extra Brut Mineral Blanc de Blancs Champagne Grand Cru - NV,de Blancs,1592294.0,0,NV,33.0,
Agrapart & Fils Venus Blanc de Blancs Champagne - NV,de Blancs,1592294.0,0,NV,33.0,
Albert Bichot Cremant de Bourgogne Blanc de Blancs Pure - NV,de Blancs,1592294.0,0,NV,33.0,
Alfred Gratien Blanc de Blancs Champagne - NV,de Blancs,1592294.0,0,NV,33.0,
Alex Gambal Puligny-Montrachet Les Enseigneres - 2017,Enseigneres,1157141.0,2017,2017,45.0,
Domaine Ramonet Puligny-Montrachet Les Enseigneres - 2017,Enseigneres,1157141.0,2017,2017,45.0,
Olivier Leflaive Puligny-Montrachet Les Enseigneres - 2017,Enseigneres,1157141.0,2017,2017,45.0,£ 624
Thierry Pillot Puligny-Montrachet Les Enseigneres - 2017,Enseigneres,1157141.0,2017,2017,45.0,£ 638
Agrapart & Fils Extra Brut Mineral Blanc de Blancs Champagne Grand Cru - NV,de Blancs Extra Brut,1453012.0,0,NV,31.0,
David Leclapart Extra Brut Blanc de Blancs L'Amateur Champagne Premier Cru - NV,de Blancs Extra Brut,1453012.0,0,NV,31.0,£ 553
David Leclapart L'Apotre Premier Cru Blanc de Blancs Extra Brut - NV,de Blancs Extra Brut,1453012.0,0,NV,31.0,"£ 1,226"
Doyard Blanc de Blancs Extra Brut Champagne - NV,de Blancs Extra Brut,1453012.0,0,NV,31.0,£ 360
Francis Boulard Champagne Blanc de Blancs Vieilles Vignes Extra Brut - NV,de Blancs Extra Brut,1453012.0,0,NV,31.0,£ 415
J.-L. Vergnon Extra Brut Eloquence Blanc de Blancs - NV,de Blancs Extra Brut,1453012.0,0,NV,31.0,£ 278
Jacques Lassaigne Colline Inspirée Extra Brut Blanc de Blancs - NV,de Blancs Extra Brut,1453012.0,0,NV,31.0,£ 570
Jacques Lassaigne Le Cotet Extra Brut Blanc de Blancs - NV,de Blancs Extra Brut,1453012.0,0,NV,31.0,£ 576
Jacques Lassaigne Les Vignes de Montgueux Blanc de Blancs Extra Brut - NV,de Blancs Extra Brut,1453012.0,0,NV,31.0,£ 363
Larmandier-Bernier Blanc de Blancs Premier Cru Extra Brut - NV,de Blancs Extra Brut,1453012.0,0,NV,31.0,
Veuve Clicquot Vintage Rich Reserve Sec Champagne - 2004,Rich Vintage,1612910.0,2004,2004,58.0,£ 708
A. Margaine Blanc de Blancs Spécial Club - 2009,de Blancs,1212497.0,2009,2009,80.0,
A.R. LeNoble Blanc de Blancs Champagne Grand Cru - 2009,de Blancs,1212497.0,2009,2009,80.0,
A.R. Lenoble Gentilhomme Blanc de Blancs Grand Cru - 2009,de Blancs,1212497.0,2009,2009,80.0,£ 716
Agrapart & Fils Blanc de Blancs Champagne Grand Cru - 2009,de Blancs,1212497.0,2009,2009,80.0,
Agrapart & Fils Extra Brut Mineral Blanc de Blancs Champagne Grand Cru - 2009,de Blancs,1212497.0,2009,2009,80.0,"£ 1,588"
Agrapart & Fils L'Avizoise Blanc de Blancs Extra Brut Champagne Grand Cru - 2009,de Blancs,1212497.0,2009,2009,80.0,"£ 1,250"
Agrapart & Fils Venus Blanc de Blancs Champagne - 2009,de Blancs,1212497.0,2009,2009,80.0,"£ 1,560"
Alfred Gratien Blanc de Blancs Champagne - 2009,de Blancs,1212497.0,2009,2009,80.0,£ 460
Andre Jacquart Mesnil Experience Blanc de Blancs Grand Cru - 2009,de Blancs,1212497.0,2009,2009,80.0,£ 577
Ayala Blanc de Blancs Champagne - 2009,de Blancs,1212497.0,2009,2009,80.0,
Ayala Perle d'Ayala Brut Millesime Champagne - 2002,Perle d'Ayala,1178236.0,2002,2002,75.0,"£ 1,260"
Ayala Perle d'Ayala Nature Millesime Champagne - 2002,Perle d'Ayala,1178236.0,2002,2002,75.0,"£ 1,105"
Billecart-Salmon Cuvee Nicolas Francois Billecart Millesime Champagne - 2002,Nicolas Francois Brut,1765704.0,2002,2002,159.0,"£ 1,268"
Pommery Apanage Brut Rose Champagne - NV,Apanage Brut,1593422.0,0,NV,50.0,£ 504
Agrapart & Fils Extra Brut Mineral Blanc de Blancs Champagne Grand Cru - NV,Blancs Extra Brut,1382626.0,0,NV,45.0,
David Leclapart Extra Brut Blanc de Blancs L'Amateur Champagne Premier Cru - NV,Blancs Extra Brut,1382626.0,0,NV,45.0,£ 553
David Leclapart L'Apotre Premier Cru Blanc de Blancs Extra Brut - NV,Blancs Extra Brut,1382626.0,0,NV,45.0,"£ 1,226"
Doyard Blanc de Blancs Extra Brut Champagne - NV,Blancs Extra Brut,1382626.0,0,NV,45.0,£ 360
Francis Boulard Champagne Blanc de Blancs Vieilles Vignes Extra Brut - NV,Blancs Extra Brut,1382626.0,0,NV,45.0,£ 415
J.-L. Vergnon Extra Brut Eloquence Blanc de Blancs - NV,Blancs Extra Brut,1382626.0,0,NV,45.0,£ 278
Jacques Lassaigne Colline Inspirée Extra Brut Blanc de Blancs - NV,Blancs Extra Brut,1382626.0,0,NV,45.0,£ 570
Jacques Lassaigne Le Cotet Extra Brut Blanc de Blancs - NV,Blancs Extra Brut,1382626.0,0,NV,45.0,£ 576
Jacques Lassaigne Les Vignes de Montgueux Blanc de Blancs Extra Brut - NV,Blancs Extra Brut,1382626.0,0,NV,45.0,£ 363
Larmandier-Bernier Blanc de Blancs Premier Cru Extra Brut - NV,Blancs Extra Brut,1382626.0,0,NV,45.0,
Chateau Brande-Bergere Cuvee O Byrne Bordeaux Superieur - 2015,Berger,1437573.0,2015,2015,45.0,£ 460
Chateau Haut Bergeron Sauternes - 2015,Berger,1437573.0,2015,2015,45.0,£ 275
Chateau La Fon Du Berger Haut-Medoc Cru Bourgeois - 2015,Berger,1437573.0,2015,2015,45.0,£ 132
Chateau Lamothe Bergeron Haut-Medoc Cru Bourgeois - 2015,Berger,1437573.0,2015,2015,45.0,£ 134
Chateau Les Miaudoux Blanc Sec - 2015,Berger,1437573.0,2015,2015,45.0,
Chateau Moulin Caresse Magie d'Automne Bergerac - 2015,Berger,1437573.0,2015,2015,45.0,
Chateau Thenac Fleur de Thenac Bergerac - 2015,Berger,1437573.0,2015,2015,45.0,£ 93
Chateau Tour des Gendres Moulin des Dames Blanc Bergerac - 2015,Berger,1437573.0,2015,2015,45.0,£ 264
Coulée de Serrant (Nicolas Joly) Savennieres La Roche aux Moines Clos de la Bergerie - 2015,Berger,1437573.0,2015,2015,45.0,£ 504
Domaine Jean Marc Morey Chassagne-Montrachet La Bergerie - 2015,Berger,1437573.0,2015,2015,45.0,
Domaine de la Vieille Julienne Chateauneuf-du-Pape Les Hauts-Lieux - 2012,Hauts Lieux,1238877.0,2012,2012,54.0,£ 563
Domaine Bruno Clair Gevrey Chambertin Petite Chapelle Premier Cru - 2013,Petite Chapelle,1113592.0,2013,2013,110.0,£ 730
Domaine Confuron-Cotetidot Gevrey Chambertin Petite Chapelle Premier Cru - 2013,Petite Chapelle,1113592.0,2013,2013,110.0,£ 930
Domaine Dugat-Py Gevrey Chambertin Petite Chapelle Premier Cru - 2013,Petite Chapelle,1113592.0,2013,2013,110.0,"£ 2,112"
Domaine Humbert Freres Gevrey Chambertin Petite Chapelle Premier Cru - 2013,Petite Chapelle,1113592.0,2013,2013,110.0,£ 850
Domaine Jean Michel Guillon & Fils Gevrey Chambertin La Petite Chapelle Premier Cru - 2013,Petite Chapelle,1113592.0,2013,2013,110.0,£ 588
Domaine Marchand Grillot Gevrey Chambertin La Petite Chapelle Premier Cru - 2013,Petite Chapelle,1113592.0,2013,2013,110.0,
Domaine Rossignol-Trapet Gevrey Chambertin Petite Chapelle Premier Cru - 2013,Petite Chapelle,1113592.0,2013,2013,110.0,£ 550
Domaine Trapet Pere et Fils Petite Chapelle Gevrey Chambertin Premier Cru - 2013,Petite Chapelle,1113592.0,2013,2013,110.0,
Louis Jadot Petite Chapelle Gevrey-Chambertin Premier Cru - 2013,Petite Chapelle,1113592.0,2013,2013,110.0,£ 990
Paul Jaboulet Aine Hermitage La Petite Chapelle La Maison Bleue - 2013,Petite Chapelle,1113592.0,2013,2013,110.0,£ 460
Chateau De La Maltroye Santenay La Comme Premier Cru - 2012,Comme,1366291.0,2012,2012,155.0,
Chateau De La Maltroye Santenay La Comme Rouge Premier Cru - 2012,Comme,1366291.0,2012,2012,155.0,
Domaine Francoise et Denis Clair Santenay Clos de la Comme Premier Cru - 2012,Comme,1366291.0,2012,2012,155.0,
Domaine Leroy La Comme Santenay Premier Cru - 2012,Comme,1366291.0,2012,2012,155.0,"£ 1,572"
Domaine Roger Joseph Belland Santenay Comme Dessus Premier Cru - 2012,Comme,1366291.0,2012,2012,155.0,
Domaine Roger Joseph Belland Santenay La Comme Premier Cru - 2012,Comme,1366291.0,2012,2012,155.0,
Louis Lequin Santenay La Comme Premier Cru - 2012,Comme,1366291.0,2012,2012,155.0,£ 300
Pierre-Yves Colin-Morey La Comme Santenay Premier Cru - 2012,Comme,1366291.0,2012,2012,155.0,
